id,keyword,location,text,target
200,,,"Severe flooding in Nairobi has submerged entire neighborhoods, with many residents stranded on rooftops awaiting rescue. #KenyaFloods 💧",1
201,,,"Massive earthquake strikes Tokyo, buildings collapse and millions without power. Rescue teams are on the ground. #TokyoQuake 🌍",1
202,,,"Wildfire rages across Australia's outback, forcing evacuations and destroying habitats. Stay safe, friends down under. #AustraliaFires 🔥",1
203,,,Tsunami alert issued for coastal Indonesia after 7.8 magnitude undersea quake. Waves expected to hit within hours. #TsunamiWarning 🌊,1
204,,,"Severe flooding in Bangladesh displaces thousands, submerging villages and farmlands. Aid urgently needed. #BangladeshFloods 💧",1
205,,,Excited to announce our team's breakthrough in quantum computing research at the University of Oxford! #TechInnovation #QuantumLeap 🎉,0
206,,,Just tried the new fusion cuisine restaurant in downtown Tokyo - the sushi-burrito hybrid is a game changer! #Foodie #TokyoEats 🍣,0
207,,,The northern lights were absolutely spectacular over Iceland last night - nature's most beautiful light show! #AuroraBorealis #Iceland 🌌,0
208,,,"Our community garden project in Nairobi has yielded its first harvest, providing fresh produce for local families. #UrbanFarming #Kenya 🌱",0
209,,,"A magnitude 7.2 earthquake has struck central Peru, causing widespread building collapses in Lima and triggering landslides that have blocked major highways. Rescue efforts are underway. #PeruQuake #Lima #NaturalDisaster 🌍",1
210,,,"Massive wildfires continue to rage across southeastern Australia, forcing thousands to evacuate as flames threaten residential areas. The air quality has reached hazardous levels. #AustraliaFires #EmergencyAlert 🚒🔥",1
211,,,"A powerful tsunami has devastated coastal towns in Indonesia following an undersea earthquake, with waves reaching up to 10 meters high. Emergency services are struggling to reach isolated communities. #TsunamiAlert #IndonesiaDisaster ⚠️",1
212,,,"Category 4 Hurricane Elena is making landfall in Florida, with sustained winds of 130 mph causing catastrophic damage to infrastructure and leaving over 2 million without power. #HurricaneElena #FloridaEmergency 🌀",1
213,,,"Breaking: A 7.8 magnitude earthquake has struck coastal regions of Chile, causing severe damage to buildings and infrastructure. Emergency teams are mobilizing to assist survivors. #ChileQuake 🌍🚨",1
214,,,"Massive wildfires are raging across the forests of Greece, forcing thousands to evacuate their homes. Air quality has plummeted to hazardous levels. #GreekWildfires 🔥🇬🇷",1
215,,,A powerful tsunami has devastated coastal towns in Indonesia following an undersea earthquake. Rescue operations are underway to locate missing persons. #TsunamiAlert 🌊⚠️,1
216,,,"Severe flooding in Bangladesh has submerged entire villages, displacing over 100,000 residents. Relief efforts are struggling to reach isolated areas. #BangladeshFloods 💧🏘️",1
217,,,"A magnitude 7.2 earthquake has struck northern Chile, collapsing buildings and triggering landslides that have cut off several mountain towns. Rescue efforts are underway. #ChileQuake #DisasterResponse 🌍",1
218,,,"Hurricane Fiona made landfall in the Dominican Republic with 120 mph winds, causing widespread power outages and severe coastal flooding. Thousands have been evacuated. #HurricaneFiona 🇩🇴",1
219,,,"Massive wildfires are raging across southeastern Australia, forcing entire communities to flee as flames consume homes and farmland. Air quality has reached hazardous levels. #AustraliaFires 🔥",1
220,,,"A devastating tsunami has hit the eastern coast of Indonesia following an undersea earthquake, sweeping away villages and causing significant casualties. Emergency teams are mobilizing. #TsunamiAlert 🇮🇩",1
221,,,New study shows AI advancements could revolutionize healthcare diagnostics in Germany by 2025. #TechInnovation 🧠,0
222,,,Just discovered this amazing indie band from Brazil - their fusion of samba and electronica is mind-blowing! 🎵 #NewMusic #BrazilianBeats,0
223,,,Researchers in Kenya have developed a sustainable farming technique that doubles crop yields while conserving water resources. 🌱 #Agriculture #Sustainability,0
224,,,"The aurora borealis was particularly spectacular over Norway last night, painting the sky in vibrant greens and purples. 🌌 #NorthernLights #Norway",0
225,,,The new AI model from DeepMind just achieved a breakthrough in protein folding prediction. #TechInnovation #Science 🧬,0
226,,,Just finished reading an incredible book about ancient Roman architecture - the engineering feats still amaze me today. #History #Reading 📚,0
227,,,"Local farmers in France are celebrating a record harvest this season, with yields up 15% from last year. #Agriculture #Sustainability 🌾",0
228,,,Researchers in Brazil discovered a new species of orchid in the Amazon rainforest with stunning violet petals. #Biodiversity #Botany 🌸,0
229,,,"Major earthquake hits Chile, causing widespread infrastructure damage and leaving thousands homeless. Rescue teams are on the ground. #ChileQuake2024 🏚️🌍",1
230,,,"Massive wildfire spreads rapidly across Australian bushland, threatening wildlife and forcing evacuations. Air quality hazardous. #AustraliaFires 🔥🇦🇺",1
231,,,Tsunami warning issued after 8.2 magnitude quake near Indonesia; coastal communities urged to seek higher ground immediately. #TsunamiAlert 🌊⚠️,1
232,,,"Severe flooding in Bangladesh submerges entire villages, displacing millions and crippling transportation networks. Relief efforts underway. #BangladeshFloods 🚑💔",1
233,,,"A devastating 7.8 magnitude earthquake has struck central Mexico, collapsing buildings and trapping hundreds beneath rubble. Rescue teams are racing against time. #MexicoQuake 🌍",1
234,,,Typhoon Haishen's fury leaves Okinawa islands submerged; thousands displaced as floodwaters sweep through coastal towns. Emergency shelters overwhelmed. #JapanTyphoon 🌀,1
235,,,"Wildfires rage across Alberta forests, forcing entire communities to evacuate as smoke chokes the region. Air quality hazardous. #CanadaFires 🔥",1
236,,,"Flash floods in Nairobi have washed away homes and bridges, stranding residents without power or clean water. Death toll rising. #KenyaFloods 💧",1
237,,,"Breaking: A magnitude 7.1 earthquake has struck coastal regions of Chile, causing significant structural damage and triggering tsunami warnings. #ChileQuake 🌍",1
238,,,My heart breaks for the communities in Bangladesh devastated by the monsoon floods; entire villages are submerged and thousands displaced. #BangladeshFloods,1
239,,,"Massive wildfire raging out of control in Alberta, Canada, forcing evacuations and threatening national parks. The sky is orange with smoke. #AlbertaWildfire 🔥",1
240,,,"Hurricane Elena makes landfall in Florida with catastrophic winds and storm surge, prompting state-wide emergency response. #HurricaneElena 🌀",1
241,,,"Devastating wildfires rage through the Australian outback, forcing thousands to evacuate as homes are destroyed. #BushfireCrisis 🔥🌲",1
242,,,"A massive earthquake has struck central Mexico, collapsing buildings and leaving many trapped under rubble. Rescue efforts underway. #MexicoQuake 🇲🇽",1
243,,,"Monsoon floods in Bangladesh have submerged entire villages, displacing over 100,000 people and threatening food supplies. #FloodRelief 💧🌊",1
244,,,"Hurricane Elena makes landfall in Florida with catastrophic winds and storm surge, causing widespread power outages and coastal damage. #StormAlert ⚡🌀",1
245,,,Just launched our new app for tracking daily fitness goals! 🏃‍♂️📱 #HealthTech #Innovation,0
246,,,The northern lights were absolutely breathtaking in Norway last night 🌌✨ #AuroraBorealis #Nature,0
247,,,Reading about advancements in quantum computing research from Germany - fascinating stuff! 🔬 #TechNews #Science,0
248,,,Local farmers market in France had the freshest produce today 🍎🥖 #SupportLocal #FreshFood,0
249,,,"The latest AI breakthroughs are revolutionizing healthcare diagnostics, offering unprecedented accuracy in early disease detection. #TechInnovation #FutureHealth 🚀",0
250,,,Just finished an amazing documentary about deep-sea exploration - the discoveries in the Mariana Trench continue to astonish scientists worldwide. #OceanScience 🌊🔍,0
251,,,"Brazil's coffee harvest festival begins next week, celebrating the rich cultural heritage and economic importance of this beloved beverage. #CulturalEvents ☕🇧🇷",0
252,,,"New study from German researchers shows promising results for renewable energy storage solutions, potentially transforming urban power grids. #SustainableTech 🌱⚡",0
253,,,"Breaking: A 7.8 magnitude earthquake has devastated central Nepal, collapsing buildings and leaving thousands in urgent need of aid. Rescue teams are en route. #NepalEarthquake 🇳🇵",1
254,,,"Massive wildfires continue to rage across eastern Australia, forcing entire communities to evacuate as flames threaten residential areas. Air quality warnings are in effect. #AustralianFires 🔥",1
255,,,Tsunami alerts have been issued for coastal regions of Indonesia following a major undersea quake. Residents are urged to move to higher ground immediately. #TsunamiWarning 🌊,1
256,,,"Severe flooding in Germany has submerged towns along the Rhine River, with emergency crews conducting boat rescues for stranded families. Stay safe. #GermanyFloods 💧",1
257,,,"Massive earthquake rocks Chile, leaving thousands homeless and infrastructure in ruins. Rescue teams are working tirelessly to find survivors. #ChileQuake2024 🌍🚨",1
258,,,"Hurricane Fiona devastates coastal towns in the Philippines, with winds tearing roofs off buildings and flooding streets. Evacuations are underway. #PhilippinesHurricane 🌪️🏠",1
259,,,"Wildfires rage across Greece, forcing entire villages to evacuate as flames consume forests and threaten wildlife habitats. #GreeceWildfire2024 🔥🌲",1
260,,,Tsunami warnings issued in Indonesia after a powerful undersea quake; waves have already damaged ports and swept away homes. #IndonesiaTsunamiAlert 🌊⚠️,1
261,,,"A magnitude 7.8 earthquake struck northern Chile this morning, causing widespread building collapses and leaving thousands without power. Rescue teams are searching for survivors in the rubble. #ChileQuake2024 🏚️",1
262,,,"Massive wildfires continue to rage across southern Australia, forcing entire communities to evacuate as flames threaten residential areas. Air quality has reached hazardous levels. #AustraliaFires 🔥🌫️",1
263,,,"In Japan, a powerful tsunami triggered by an undersea quake has devastated coastal towns, sweeping away homes and infrastructure. Emergency services are struggling to reach isolated areas. #TsunamiAlert 🌊🇯🇵",1
264,,,"Severe flooding in Bangladesh has submerged entire villages, displacing over 100,000 residents and destroying crops. Relief efforts are underway to provide food and shelter. #BangladeshFloods 🚣🌧️",1
265,,,"A massive 7.8 magnitude earthquake has struck coastal Chile, causing widespread building collapses and power outages. Rescue teams are mobilizing. #ChileEarthquake #DisasterResponse 🌍",1
266,,,"Hurricane Elena made landfall in the Philippines with catastrophic winds, flooding entire villages and displacing thousands of residents. #PhilippinesStorm 🌀",1
267,,,"Wildfires rage across the Australian outback, destroying habitats and forcing evacuations as firefighters battle the relentless flames. #AustraliaFires 🔥",1
268,,,"Severe flooding in Bangladesh has submerged entire towns, leading to significant crop damage and humanitarian crises. #BangladeshFlood 🌊",1
269,,,"A 7.8 magnitude earthquake struck coastal Japan early this morning, causing severe structural damage and triggering tsunami warnings across the Pacific. #JapanQuake 🌊",1
270,,,"Hurricane Elena has made landfall in Florida, with winds exceeding 130 mph leading to widespread power outages and mandatory evacuations. #StormAlert 🌀",1
271,,,"Massive flooding in Bangladesh has displaced over 100,000 people and submerged entire villages, with rescue operations hampered by continuous rainfall. #FloodRelief",1
272,,,Volcanic eruption in Iceland forces airport closures and mass evacuations as lava flows threaten nearby towns and agricultural land. #EruptionAlert 🌋,1
273,,,"Massive earthquake hits Tokyo, buildings collapsed and millions without power. Rescue teams urgently needed. #JapanQuake 🚨🌍",1
274,,,Wildfires raging across Australia's Outback have destroyed hundreds of homes; evacuation orders in place. #BushfireCrisis 🔥🇦🇺,1
275,,,Catastrophic flooding in Bangladesh displaces over a million people; villages submerged and crops ruined. #FloodRelief 💔🌊,1
276,,,Deadly volcanic eruption in Indonesia blankets entire regions in ash; urgent aid required for survivors. #VolcanoDisaster 🌋🇮🇩,1
277,,,"Breaking: A 7.8 magnitude earthquake has struck the coast of Chile, causing widespread building collapses and power outages. Rescue teams are mobilizing. #ChileQuake 🚨🌍",1
278,,,"Massive wildfires continue to rage across Australia's Outback, forcing thousands to evacuate as flames consume homes and wildlife habitats. #AustraliaFires 🔥🐨",1
279,,,"A severe tsunami has devastated coastal villages in Indonesia, with waves reaching 10 meters high and sweeping away entire communities. #TsunamiAlert 💔🌊",1
280,,,"Catastrophic flooding in Bangladesh has submerged entire towns, displacing millions and threatening food supplies amid rising waters. #BangladeshFlood 🏘️💧",1
281,,,"Major earthquake strikes central Chile, reducing buildings to rubble and leaving thousands without power. Rescue teams are working tirelessly. #ChileQuake 🏚️",1
282,,,"Wildfires rage across the Australian outback, forcing mass evacuations and devastating wildlife habitats. The sky is thick with smoke. #AustraliaFires 🔥🌲",1
283,,,"A powerful tsunami has hit coastal regions of Indonesia, sweeping away homes and causing widespread flooding. Emergency response is underway. #TsunamiAlert 🌊",1
284,,,"Severe flooding in Bangladesh has submerged entire villages, displacing millions and crippling transportation networks. Relief efforts are critical. #BangladeshFloods 🚑",1
285,,,"Breaking: A 7.8 magnitude earthquake has struck central Chile, causing widespread building collapses and power outages affecting millions. #ChileQuake 🏚️",1
286,,,"Monsoon flooding in Bangladesh has displaced over 200,000 people and submerged entire villages, with rescue operations ongoing. #BangladeshFloods 🚑",1
287,,,"Wildfires raging across southeastern Australia have consumed 500,000 hectares of bushland, threatening several rural communities. #AUSFires 🔥",1
288,,,"A powerful tsunami triggered by an undersea volcanic eruption near Indonesia has devastated coastal towns, with casualties expected to rise. #TsunamiAlert 🌊",1
289,,,The 7.8 magnitude earthquake in Nepal has left entire villages flattened and thousands in urgent need of medical aid. Rescue teams are working tirelessly amidst the rubble. #NepalQuake2023 🏔️🚑,1
290,,,"Massive wildfires continue to rage across Australia, forcing mass evacuations and devastating wildlife habitats. The sky glows orange as firefighters battle the relentless flames. #AustraliaFires 🔥🌲",1
291,,,"A powerful tsunami has struck coastal regions of Indonesia, sweeping away homes and infrastructure. The death toll is rising as emergency services struggle to reach isolated areas. #TsunamiAlert 🌊🇮🇩",1
292,,,"Hurricane Elena has made landfall in Mexico, causing catastrophic flooding and widespread power outages. Communities are banding together to provide shelter and support. #HurricaneElena 🇲🇽🌀",1
293,,,"Massive earthquake strikes Nepal, leaving thousands homeless and infrastructure severely damaged. Immediate aid required. #NepalQuake2023 🏔️🌍",1
294,,,Hurricane Elena devastates coastal towns in Mexico with record-breaking winds and flooding. Rescue efforts underway. #MexicoHurricane 🌀🇲🇽,1
295,,,"Wildfires rage across Australia's outback, destroying habitats and forcing evacuations. Climate crisis intensifies. #AusFires2023 🔥🌿",1
296,,,"Severe tsunami hits Indonesia, causing widespread destruction along the shoreline and displacing communities. #TsunamiAlert 🌊🇮🇩",1
297,,,"A magnitude 7.1 earthquake has devastated central Mexico, leaving thousands homeless and infrastructure in ruins. #MexicoQuake 🇲🇽",1
298,,,"Just witnessed the aftermath of a massive hurricane in Florida; homes destroyed, streets flooded, and communities in despair. #HurricaneRelief 🌪️",1
299,,,"Wildfires are raging across Australia, consuming forests and threatening wildlife. The air is thick with smoke and ash. #AustraliaFires 🔥",1
300,,,"A powerful tsunami has struck the coast of Japan, sweeping away villages and causing widespread destruction. Rescue efforts are underway. #TsunamiAlert 🌊",1
301,,,"A massive 7.8 magnitude earthquake has struck central Mexico, collapsing buildings and leaving thousands without power. Rescue teams are searching for survivors amidst the rubble. #MexicoQuake 🌍",1
302,,,Wildfires raging through southern Australia have forced entire communities to evacuate as flames consume homes and threaten wildlife habitats. The air quality is hazardous. #AustralianFires 🔥,1
303,,,Tsunami warnings are in effect across the Pacific after a powerful undersea quake near Indonesia. Coastal areas are being evacuated; waves expected to reach 10 meters. #TsunamiAlert 🌊,1
304,,,"Severe flooding in Bangladesh has submerged villages and displaced over a million people. Crops are ruined, and disease outbreaks are feared as waters continue to rise. #BangladeshFloods 💧",1
305,,,"Massive earthquake hits Tokyo, buildings collapsed and thousands displaced. Rescue teams are on the ground. #TokyoQuake 🌍🚨",1
306,,,Wildfires raging across Australia's outback have destroyed over 200 homes; evacuation orders are in effect. #AustraliaFires 🔥🇦🇺,1
307,,,"A severe tsunami has struck coastal Indonesia, causing widespread flooding and infrastructure damage. #TsunamiAlert 🌊⚠️",1
308,,,Deadly tornado outbreak in Oklahoma has leveled neighborhoods; emergency shelters are overwhelmed. #OklahomaTornado 🌪️🇺🇸,1
309,,,"BREAKING: A 7.2 magnitude earthquake has struck central Mexico, causing widespread building collapses and trapping hundreds. Emergency crews are mobilizing. #MexicoEarthquake 🚨🇲🇽",1
310,,,Tsunami warnings issued across coastal Indonesia after undersea quake—waves expected to reach 3 meters. Evacuate immediately if near shore. #TsunamiAlert 🌊⚠️,1
311,,,Massive wildfire raging through Greek islands—thousands evacuated as flames consume forests and homes. Air support deployed. #GreeceFire 🔥🇬🇷,1
312,,,"Catastrophic flooding in Bangladesh displaces over 2 million—villages submerged, crops destroyed. Relief efforts underway. #BangladeshFloods 🌧️🙏",1
313,,,The new smartphone release has incredible battery life and a stunning display. #TechInnovation #GadgetLovers 📱✨,0
314,,,Just finished reading an amazing book about space exploration and future Mars missions. #ScienceReads 🚀🌌,0
315,,,Local farmers market in Paris is bursting with fresh produce and artisanal cheeses today. #Foodie #SupportLocal 🥖🧀,0
316,,,Artificial intelligence is revolutionizing healthcare diagnostics with unprecedented accuracy. #AIProgress #MedicalTech,0
317,,,"Massive earthquake strikes Nepal, leaving thousands homeless and infrastructure in ruins. Rescue teams are on the ground providing aid. #NepalQuake 🏔️",1
318,,,"Hurricane Fiona devastates Puerto Rico's power grid, with widespread flooding and urgent evacuations underway. #CaribbeanStorm 🌪️",1
319,,,"Wildfires rage across Australia, destroying homes and forcing communities to flee amid intense heat and strong winds. #AussieFires 🔥",1
320,,,Tsunami warning issued in Japan after major undersea quake; coastal areas evacuated as waves approach. #JapanTsunami 🌊,1
321,,,"Massive earthquake strikes Tokyo, leaving buildings collapsed and thousands displaced. Rescue teams are on the ground. #JapanQuake 🌍🚨",1
322,,,"Hurricane Elena causes severe flooding in coastal Florida, with emergency evacuations underway. Stay safe, everyone. #FloridaStorm 🌀⚠️",1
323,,,"Wildfire rages through Alberta forests, threatening communities and forcing evacuations. Air quality warnings issued. #CanadaFires 🔥🌲",1
324,,,Tsunami alert activated after major quake off Chile's coast; waves expected to hit within hours. Coastal residents urged to move inland. #ChileTsunami 🌊⚠️,1
325,,,"A devastating earthquake measuring 7.8 has struck central Turkey, collapsing buildings and trapping hundreds under rubble. Rescue teams are racing against time. #TurkeyEarthquake 🏚️",1
326,,,"Monsoon floods have submerged entire villages in Bangladesh, displacing over 2 million people and destroying crucial infrastructure. Humanitarian aid urgently needed. #BangladeshFloods 🌊",1
327,,,"Massive volcanic eruption in Indonesia has blanketed surrounding areas in ash, forcing mass evacuations and disrupting air travel across Southeast Asia. #VolcanoAlert 🌋",1
328,,,"Deadly tornado outbreak rips through Texas towns, leveling homes and claiming dozens of lives. Emergency services overwhelmed by the scale of destruction. #TexasTornado 🌪️",1
329,,,"Massive wildfires are raging through the Australian outback, forcing thousands to evacuate as homes and wildlife habitats are destroyed. #AustraliaFires 🔥🌲",1
330,,,"A powerful 7.2 magnitude earthquake has struck central Peru, collapsing buildings and cutting off power in several regions. Rescue teams are mobilizing. #PeruQuake",1
331,,,"Hurricane Elena makes landfall in Florida with catastrophic winds and flooding, prompting state-wide emergency declarations. Stay safe! #HurricaneElena 🌀",1
332,,,"Severe monsoon floods in Bangladesh have displaced over 200,000 people, with entire villages submerged under water. Relief efforts are underway. #BangladeshFloods 🌊",1
333,,,"A magnitude 7.2 earthquake has devastated parts of central Mexico, causing widespread building collapses and leaving thousands without power. Rescue efforts are underway. #MexicoQuake 🇲🇽",1
334,,,"Hurricane Elara's 150 mph winds have battered the Florida coastline, resulting in catastrophic flooding and mandatory evacuations across multiple counties. Stay safe! #HurricaneElara 🌀",1
335,,,"Massive wildfires are raging across southeastern Australia, forcing entire communities to evacuate as air quality plummets to hazardous levels. #AustraliaFires 🔥",1
336,,,"A powerful tsunami triggered by an undersea quake has struck coastal regions of Indonesia, sweeping away homes and infrastructure. Emergency response teams are mobilizing. #TsunamiAlert 🌊",1
337,,,"Massive 8.2 magnitude earthquake strikes coastal Chile, leveling buildings and triggering widespread tsunamis. Rescue teams are overwhelmed. #ChileQuake 🌊",1
338,,,"Monsoon floods have submerged entire villages in Bangladesh, displacing thousands and cutting off access to clean water. The humanitarian crisis deepens. #BangladeshFloods 🌀",1
339,,,"Wildfires rage across Australia's Outback, consuming millions of acres and threatening indigenous communities. The sky glows orange for miles. #AustraliaFires 🔥",1
340,,,"Tornadoes tear through the Midwest United States, demolishing homes and infrastructure in Oklahoma and Kansas. The death toll is rising rapidly. #MidwestTornado 🌪️",1
341,,,Just discovered the most amazing new app for tracking your daily meditation progress! So peaceful and intuitive. #MindfulTech #WellnessApp 🌿🧘,0
342,,,The latest breakthrough in quantum computing promises to revolutionize data encryption methods worldwide. #TechInnovation #QuantumFuture 🔬💻,0
343,,,Exploring the vibrant street art scene in Melbourne's laneways today - such incredible creativity on every corner! #UrbanArt #MelbourneCulture 🎨🏙️,0
344,,,New study shows fascinating correlation between lunar cycles and marine life migration patterns in the Pacific. #MarineScience #OceanResearch 🌊🔭,0
345,,,"Major earthquake strikes Chile, devastating coastal towns and leaving thousands homeless. Rescue efforts underway amid aftershocks. #ChileQuake 🌍",1
346,,,"Monsoon floods in Bangladesh have submerged entire villages, with millions displaced and critical infrastructure destroyed. #BangladeshFloods 🚨",1
347,,,"Wildfires rage across Australia's outback, consuming vast forests and threatening wildlife habitats. Evacuations ordered. #AusFires 🔥",1
348,,,"A powerful tsunami has hit Indonesia's coastline, causing widespread damage and loss of life. Emergency response teams deployed. #TsunamiAlert ⚠️",1
349,,,"Massive earthquake strikes Tokyo, causing widespread building collapses and power outages. Emergency services are overwhelmed. #JapanQuake #DisasterResponse 🚨",1
350,,,"Hurricane Elena devastates coastal Florida with 150mph winds, leaving thousands homeless and critical infrastructure destroyed. #FloridaStrong 🌪️",1
351,,,"Wildfire rages through Alberta forests, forcing evacuations and threatening wildlife habitats. Air quality hazardous across province. #CanadaFires 🔥",1
352,,,Tsunami warning issued after magnitude 8.3 quake hits Chile coast. Waves expected to reach 10 meters—residents urged to seek higher ground immediately. #ChileTsunami 🌊,1
353,,,"BREAKING: A magnitude 7.1 earthquake has struck central Peru, causing severe damage to historic buildings in Lima and leaving thousands without power. Rescue efforts are underway. #PeruEarthquake #DisasterResponse 🚨",1
354,,,"Massive wildfires continue to rage across eastern Australia, forcing entire communities to evacuate as firefighters battle the relentless flames. The air quality has reached hazardous levels. #AustralianFires 🌲🔥",1
355,,,"A devastating tsunami has hit coastal regions of Indonesia following an undersea quake, sweeping away homes and infrastructure. Emergency teams are mobilizing to provide aid. #TsunamiAlert 🇮🇩",1
356,,,"Catastrophic flooding in Bangladesh has displaced over 2 million people, submerging villages and farmland. The government has declared a state of emergency. #BangladeshFloods 💧🌊",1
357,,,"A magnitude 7.2 earthquake has struck central Italy, causing significant damage to historical buildings in L'Aquila. Rescue teams are searching for survivors amidst the rubble. #ItalyQuake 🏚️🇮🇹",1
358,,,"Massive wildfires raging across Alberta have forced the evacuation of over 10,000 residents. Thick smoke blankets Calgary, air quality at hazardous levels. #ABWildfire 🔥🌲",1
359,,,Tsunami warnings issued across the Pacific after an 8.1 quake off Chile's coast. Coastal communities in Peru and Ecuador are evacuating to higher ground. #TsunamiAlert 🌊⚠️,1
360,,,"Severe flooding in Bangladesh has submerged entire villages, displacing thousands and threatening food security. Relief efforts underway. #BangladeshFloods 💧🚑",1
361,,,"Major earthquake strikes Tokyo, Japan causing widespread structural damage and power outages. Emergency services are overwhelmed. #TokyoQuake 🌍🚨",1
362,,,"Devastating wildfires continue to rage across southern Australia, forcing thousands to evacuate as homes are destroyed. #AustraliaFires 🔥🇦🇺",1
363,,,"Catastrophic flooding in Bangladesh has displaced over a million people, with entire villages submerged under water. Relief efforts underway. #BangladeshFloods 💧🌊",1
364,,,"Deadly tornado outbreak in Oklahoma has left communities in ruins, with search and rescue teams working through the debris. #OklahomaTornado 🌪️🇺🇸",1
365,,,The 7.8 magnitude earthquake in Nepal has left thousands homeless and critical infrastructure severely damaged. Rescue teams are working tirelessly amid aftershocks. #NepalQuake2023 🇳🇵,1
366,,,Massive wildfires raging across Australia's bushland have decimated wildlife habitats and forced entire communities to evacuate. The air quality index has reached hazardous levels. #AustralianFires 🌿🔥,1
367,,,"A catastrophic tsunami has struck coastal regions of Indonesia, wiping out villages and claiming hundreds of lives. Emergency response efforts are underway. #TsunamiAlert 🌊",1
368,,,"Deadly flooding in Germany has submerged entire towns, destroyed bridges, and disrupted transportation networks. Climate change intensifying these extreme weather events. #FloodCrisis 🇩🇪",1
369,,,"Massive earthquake strikes Chile, reducing buildings to rubble and leaving thousands homeless. Rescue teams are on the ground. #ChileQuake2023 🌍🚨",1
370,,,"A devastating wildfire rages through the forests of Greece, forcing mass evacuations and destroying homes. The air quality is hazardous. #GreekWildfire 🔥🇬🇷",1
371,,,Tsunami warnings issued after a major quake hits Indonesia; coastal towns are submerged under waves. Casualties are feared high. #TsunamiAlert 🌊⚠️,1
372,,,"Severe flooding in Bangladesh has displaced millions, with entire villages underwater and crops ruined. Aid is urgently needed. #BangladeshFloods 💔🏘️",1
373,,,"Breaking: A 7.2 magnitude earthquake has struck central Mexico, causing widespread structural damage and power outages. Rescue teams are mobilizing to assist trapped residents. #MexicoQuake 🚨🇲🇽",1
374,,,"Massive wildfires continue to rage across southeastern Australia, forcing thousands to evacuate as flames threaten residential areas and wildlife habitats. #AustralianFires 🔥🌲",1
375,,,"Just witnessed the devastating aftermath of the tsunami that hit coastal Indonesia—entire villages submerged, boats washed ashore, and communities in utter disarray. #TsunamiRelief 🌊😢",1
376,,,"Severe flooding in Germany has submerged entire towns along the Rhine River, with emergency crews struggling to reach isolated communities. #GermanyFloods 💧🏘️",1
377,,,"A massive 8.2 magnitude earthquake has devastated Tokyo, causing widespread building collapses and power outages. #TokyoQuake #DisasterAlert",1
378,,,Wildfires raging across Australia's outback have forced thousands to evacuate as flames consume homes and wildlife habitats. #AustraliaFires 🚒🔥,1
379,,,BREAKING: Tsunami warnings issued for coastal Chile after a major undersea earthquake; waves expected to reach 20 feet. #TsunamiAlert 🌊⚠️,1
380,,,"Severe flooding in Bangladesh has submerged entire villages, leaving millions homeless and without clean water. #BangladeshFloods 🏘️💧",1
381,,,"Breaking: Typhoon Mara has devastated coastal regions of the Philippines, leaving thousands homeless and infrastructure severely damaged. #TyphoonRelief 🌪️🇵🇭",1
382,,,"A massive 8.2 magnitude earthquake struck Chile overnight, collapsing buildings and triggering tsunami warnings along the Pacific coast. #ChileQuake 🏚️🌊",1
383,,,"Catastrophic flooding in Bangladesh has displaced over 2 million people, with entire villages submerged under water. Rescue operations are underway. #BangladeshFloods 🚣‍♂️💧",1
384,,,"Wildfires rage across southern Australia, consuming vast tracts of forest and threatening rural communities with evacuation orders in effect. #AusFires 🔥🌳",1
385,,,"A massive 7.8 magnitude earthquake has struck central Chile, destroying bridges and leaving thousands without power. Rescue teams are searching collapsed buildings. #ChileQuake 🚨🇨🇱",1
386,,,"Hurricane Elena's wrath in Florida: coastal towns submerged, roofs torn off, and emergency shelters overflowing. Stay safe, everyone. #HurricaneElena #FloridaStrong 🌪️",1
387,,,"Wildfires rage across southern Australia, consuming forests and threatening rural communities. Evacuations underway as skies turn orange. #AustraliaFires 🔥",1
388,,,"Severe flooding in Bangladesh has displaced over 100,000 people, with crops ruined and villages isolated by rising waters. Aid urgently needed. #BangladeshFloods 💧",1
389,,,"A powerful 7.8 magnitude earthquake has struck central Turkey, causing widespread building collapses and trapping hundreds. Rescue teams are en route. #TurkeyQuake2024 🚨🌍",1
390,,,"Massive wildfires are raging across northern Alberta, forcing entire communities to evacuate as flames consume homes and forests. #AlbertaFires 🔥🇨🇦",1
391,,,Tsunami warnings issued after a major undersea quake near Indonesia; coastal areas are being evacuated amid fears of destructive waves. #TsunamiAlert 🌊⚠️,1
392,,,"Deadly tornado outbreak devastates rural communities in Bangladesh, with winds flattening villages and claiming dozens of lives. #BangladeshTornado 🌪️💔",1
393,,,"Massive earthquake strikes northern Chile, collapsing buildings and cutting power to millions. Rescue teams are en route. #EarthquakeChile 🇨🇱",1
394,,,Category 4 hurricane barrels toward Florida coast; mandatory evacuations underway from Miami to Fort Lauderdale. #HurricaneAlert 🌀,1
395,,,"Wildfires rage across southeastern Australia, forcing thousands to flee as flames consume homes and farmland. #AustraliaFires 🔥",1
396,,,Tsunami warnings issued across Indonesia after 7.8 magnitude quake; coastal residents urged to seek higher ground immediately. #TsunamiWatch 🌊,1
397,,,"Breaking: A 7.8 magnitude earthquake has devastated central Nepal, reducing historic temples to rubble and leaving thousands homeless. Rescue teams are struggling to reach remote villages. #NepalQuake2023 🏚️🚑",1
398,,,"The Australian bushfires continue to rage across New South Wales, with over 500 homes lost and wildlife populations decimated. Evacuation orders remain in effect. #AustraliaFires 🔥🐨",1
