text,target,pred,p_disaster,p_non_disaster
"nov 4th worcester fundraiser at elm park to raise $$ to help utuado, puerto rico.",1,0,0.00011806051770690829,0.9998819828033447
lee young ae revealed to have made donation for sri lanka flood relief,1,0,0.026196153834462166,0.9738038182258606
"then, there' this roof of ones mobile home wrapped around cement light pole. #irma in #naples.",1,0,0.001275931834243238,0.9987240433692932
lightroom tip on impromptu slideshows did not know (and brief hurricane irma upd,1,0,0.06143888831138611,0.9385611414909363
house republicans seek $ billion in medicaid funds for puerto rico,1,0,0.1766609102487564,0.82333904504776
come for half priced burgers and pizzas and support the people of puerto rico tonight!,1,0,7.600406388519332e-05,0.9999239444732666
get started: tax help for small businesses hit by harvey and irma usa today,1,0,0.02041236311197281,0.9795876741409302
what would hurricane harveys rain do to saucon valley area? #community #family,0,1,0.7758603096008301,0.2241397202014923
"stand in solidarity with #rohingya made homeless by cyclone mora june , 2017",0,1,0.9596121311187744,0.0403878316283226
"'rocket man' takes strikes at - &amp; destroys mexico, mexico city! #trump #harvey #irma #maria #rocketman",1,0,0.02017749473452568,0.9798224568367004
harvey destroyed dairy treet. ' officially pissed2,1,0,0.06508911401033401,0.9349109530448914
"whoa! is about to pull off one more last-minute inbound flight to san juan before #hurricanemaria, as they",1,0,0.1237914115190506,0.8762086033821106
thank you very much to all those who supported for the devastating floods in sri lanka #floodsl #lka,1,0,0.25748199224472046,0.7425180077552795
me: wonder whats on the internet today minutes later: hurricane harvey,1,0,0.22513830661773682,0.7748616933822632
we urge homeowners dealing with losses caused by #irma &amp; #harvey to be vigilant with their insurance companies,1,0,0.09845852106809616,0.9015414714813232
barbuda is empty for first time in 300 years after irma cnn,1,0,0.07110865414142609,0.9288913607597351
ricky martin shares intensely moving photos as he helps rebuild puerto rico,1,0,0.0013455105945467949,0.9986544847488403
military response in puerto rico delays deployments to afghanistan #military,0,1,0.9913964867591858,0.008603479713201523
colbert' celeb awkward-photo campaign raises $ million for puerto rico aid,1,0,0.00048461969709023833,0.9995154142379761
rookeries take hit from harvey,1,0,0.012554582208395004,0.9874454736709595
us gas prices climb after harvey hits,1,0,0.08525599539279938,0.9147440195083618
part of the proceeds from the kardashian-jenners latest clothing sale will go to puerto,1,0,0.00028703600401058793,0.9997128844261169
donate to the one america appeal and help millions of americans impacted by harvey &amp; irma #oneamericaappeal,1,0,0.08236522972583771,0.9176347851753235
please support #floodsl #lka #deniyaya,1,0,0.0004247438337188214,0.9995751976966858
our little town of nome. #hurricaneharvey #texasstrong,0,1,0.7357280850410461,0.26427188515663147
we have seen cyclone mora already,0,1,0.8025510907173157,0.1974489539861679
"microsoft ups donations to hurricane harvey first responders, standing by to do more -",1,0,0.15865907073020935,0.8413408994674683
cleaning up after irma and this is what have to see online. :( didn' we have enough already?,1,0,0.015395302325487137,0.9846047759056091
"ready for the rest of your shit, harvey. #hurricaneharvery",0,1,0.7521570324897766,0.2478429675102234
#hurricane #harvey: star-studded #benefit #concert for #vict... - - #starstudded,1,0,3.5324170312378556e-05,0.999964714050293
"hurricane irma shows donald trump isnt americas only problem, writes",0,1,0.500449538230896,0.4995504319667816
"in the wake of #harvey and #irma, will the us invest in more resilient cities? via",1,0,0.0004003802896477282,0.9995996356010437
tubbs #fire #santarosa now ranks #californias most:,1,0,0.03388887643814087,0.9661111831665039
stopped by and spoke to our guys about llego boston' efforts to benefit #hurricanemaria victims.,1,0,0.05109920725226402,0.9489007592201233
farmers affected by harvey. #farmstrong #helpforfarmers,1,0,0.0031719226390123367,0.996828019618988
"oops, electrocuted my finger 20 minuets ago and it' still tingling'twas an after irma casualty!",1,0,0.0028395121917128563,0.9971605539321899
mccarthy visits hurricane harvey survi.. #bakersfield,0,1,0.9984448552131653,0.0015552117256447673
hurricane irma?? whats the connection to priest singing tolucifer??,0,1,0.9853454232215881,0.014654647558927536
what' happening: harvey damage testing texasinfrastructure,1,0,0.35105085372924805,0.6489490866661072
enrique hernandez' record night earns puerto rico $1m donation from dodgers owner.,1,0,7.667905447306111e-05,0.9999233484268188
"icymi: liberty, vcu to play exhibition on oct. 26 to benefit hurricane maria relief",1,0,0.05114179477095604,0.9488582611083984
"m5. #earthquake - 119km ssw of tres picos, mexico - broadband ew-component #fordham seismic station #bronx #nyc",0,1,0.9998077750205994,0.00019219853857066482
woman donates 30 litres of breast milk to texas flood victims,1,0,0.45463886857032776,0.5453611016273499
"puerto rico still in ""emergency situation,"" but on the road to recovery, three-star says.",1,0,0.29771527647972107,0.7022847533226013
"learn how hospitals &amp; healthcare facilities can prevent, identify &amp; stop #mold after #harvey &amp; #irma.",1,0,0.0015819293912500143,0.9984180927276611
. what' going on in #puertorico post #hurricanemaria needs more attention. fix this!,1,0,0.000613149837590754,0.9993867874145508
#hurricanemaria avoiding #trump like.... #swerve,1,0,0.004551805555820465,0.9954481720924377
it looks like hurricane irma did to necker island what virgin care is doing to nhs england,0,1,0.982417643070221,0.017582284286618233
small island brush #fire pops #anaheim hills #burn area:,0,1,0.9321923851966858,0.0678076520562172
women' march wants harvey donations to go to non-whites,1,0,0.014286727644503117,0.9857132434844971
christine goodall from the picking up cash &amp; check donations made during broadcast during,1,0,0.000349263398675248,0.9996507167816162
"/ this is woodloch, small town on the outskirts of the woodlands that has barely begun recovering from #harvey.",1,0,0.0009478379506617785,0.999052107334137
couple of 55 years braved fires in pool. she died in his arms. #usrc,1,0,0.00325005897320807,0.996749997138977
could rare brain-eating amoeba thrive in irma' aftermath?,1,0,0.026576433330774307,0.9734235405921936
explore the technique uses to help reduce their wildfire risk.,0,1,0.9468978643417358,0.05310211330652237
most of puerto rico has been in the dark for more than 22 days.,1,0,0.1589841991662979,0.8410158157348633
two wildcat ' thinking about ' in texas. help chs help harvey victims...donate.,1,0,0.14980246126651764,0.8501974940299988
post-harvey/irma forecast revisions via,1,0,0.051784664392471313,0.9482153654098511
. provides continuous power for #safewater #relief #dominica #hurricanemaria,1,0,0.0002333014999749139,0.9997666478157043
so many people are affected by harvey! help by donating gift card! #giftcardsforharvey,1,0,0.00042385098640806973,0.9995761513710022
"#leptospirosis cases rise in #puertorico, may become more prevalent - outbreak news today...",0,1,0.8140990734100342,0.1859009563922882
"people continue to commit to serve, give and go. #harvey #isaiah6: #sendme",1,0,1.835185321397148e-05,0.9999816417694092
sauce walka unbothered by hurricane harvey - click link to view &amp; comment:,1,0,0.10077091306447983,0.899229109287262
"game issued, signed us soccer jerseys to benefit harvey relief",1,0,0.15345273911952972,0.8465473055839539
"how cleanup businesses are facing irmas demands | jax daily record | financial news &amp; daily record - jacksonville,",1,0,0.039476074278354645,0.9605239033699036
just got my power back on and now we #maria taking exact path as #irma guess 'll leave the generator out.,1,0,0.0277415681630373,0.972258448600769
central florida football just excited to play again after hurricane irma #sports,1,0,0.13250643014907837,0.8674935698509216
#maria resources and news can be found at,1,0,0.03307327255606651,0.9669267535209656
harvey: the jaw-dropping numbers behind the monster storm #usa #unitedstates #news,1,0,0.005213763564825058,0.994786262512207
"one restaurant donated ,000 falafel sandwiches to the earthquake victims #kermanshah #iran",1,0,0.07611990720033646,0.9238801002502441
did local indian mounds save tampa bay from irma' worst? some say yes #indigenous #tairp,1,0,0.034183237701654434,0.9658167362213135
new activation [#emsr244]: earthquake in central mexico #copernicus #earthquake #eucivpro,0,1,0.9989849925041199,0.0010150326415896416
northern california wildfires deal crippling blow to region' economy,0,1,0.999594509601593,0.00040550148696638644
harvey survivors: dont toss your memories #saveyourphotos,1,0,0.00019676826195791364,0.9998032450675964
update #azulxmxico #sorteocapicastillo #cruzazul #los35azules #mexicoearthquake,0,1,0.9472402334213257,0.0527598075568676
unexpected success getting return for tom phillips #irma tonight. gallery looking good,1,0,2.701895482459804e-06,0.9999972581863403
jea ceo paul mcelroy says this was the largest mobilization of utility workers in the history of the country for ir,1,0,0.32568684220314026,0.6743131279945374
south high students promote their texas flood fundraiser hope for harvey on kgab.,1,0,0.01495332084596157,0.9850466251373291
mine with recent earthquake in mexico city fortunately that was all!,0,1,0.9574989676475525,0.042501047253608704
come to dream valley til 12:30 to help pack backpacks for kids in puerto rico! its so easy! #df17,1,0,2.0672946448030416e-06,0.9999979734420776
here' why fema initially left jefferson co. off flooded housing list: #setxnews #harvey,1,0,0.012484443373978138,0.9875155687332153
do homeowners suing over reservoir releases have case? #harvey #hounews,0,1,0.5697974562644958,0.4302026033401489
"any #florida ppl /landscape&amp; arbor or heavy equipment exp who want to help cleanup after #irma and get paid, apply",1,0,0.4122885763645172,0.5877114534378052
"competition for trucks, better pay from irma could slow harvey debris removal",1,0,0.46218520402908325,0.5378147959709167
getting ready for harvey,1,0,0.10405846685171127,0.8959414958953857
elon musk: solar power is paramount to fixing puerto ricos power company abc news,1,0,0.02080078423023224,0.979199230670929
#gozone: putting #nmtc to work to rebuild after #harvey #irma #makenmtcpermanent,1,0,0.00272867688909173,0.9972713589668274
"don' care if it' hurricane irma, hypothermia, or even rae sremmurd. ' just here to throw picks.",0,1,0.9748880863189697,0.025111941620707512
#military #photo of the day: real-life #american heroes helping after harvey -,1,0,2.1628354716085596e-06,0.9999978542327881
"welcomes displaced college students from puerto rico, .. virgin islands",0,1,0.952271044254303,0.047728996723890305
celebrity golf tournament and gala helps hurricane harvey victims,1,0,0.2595529556274414,0.7404471039772034
join us oct 1st 10:00am- 6pm show your support and love for victims of mexico' earthquake,1,0,0.4332631528377533,0.5667368173599243
group fitness schedule for today come work off those hurricane snacks! #irma #owlsmove,1,0,0.010133137926459312,0.9898668527603149
texas could seek $50b in federal housing aid after harvey,1,0,0.3705303370952606,0.629469633102417
good evening twitter world. thoughts wyith everyone effected by irma.,1,0,0.00017123599536716938,0.9998286962509155
#firstalertwx #irma by the #' - 37 hours cat. - longest on record ever(!),1,0,3.5375330753595335e-07,0.9999996423721313
"puerto rico needs water, but trump claims success",1,0,0.05635136738419533,0.943648636341095
lessons learned from irma - lot of the problems were our own making. #timbryce,1,0,0.0005277354503050447,0.9994723200798035
how to rebuild post-harvey houston with an entrepreneurship ecosystem #leadership,1,0,4.798128065885976e-05,0.999951958656311
+ more boats where they shouldn' be (dinner key marina) #irma #coconutgrove,1,0,1.2958816114405636e-05,0.999987006187439
first data: tech with human touch for smbs hit by harvey #cards #payments,1,0,7.141609614791378e-08,0.9999998807907104
with talking puerto rico response for impact.,0,1,0.7989470958709717,0.2010529488325119
national news: puerto rico' long recovery,1,0,0.021992813795804977,0.9780071377754211
"ray of light: cus, organizations offer aid to #harvey victims :: #creditunions",1,0,0.011090130545198917,0.988909900188446
program to issue id cards to flood victims read more: #lka #srilanka,1,0,0.0002887740556616336,0.9997112154960632
"rbc donates us$100,000 to relief efforts for countries affected by #hurricanemaria #mycompany",1,0,0.08311721682548523,0.9168827533721924
back to school for many students today after irma. feeling bit less humid at the bus stop. are you glad to get ba,1,0,0.0018679811619222164,0.998132050037384
omg dam its about to burst and they are trying to get people out. #puertorico #hurricanemaria,0,1,0.7824491262435913,0.21755088865756989
flood risks will be mitigated considerably by 2020 - patali read more: #lka #srilanka,1,0,0.07419460266828537,0.925805389881134
giant sinkholes weighing down puerto rico,0,1,0.998228132724762,0.001771886134520173
my shutters are pounding against my window cant sleep and another tornado warning happened,0,1,0.9996256828308105,0.00037424557376652956
we are supporting puerto rico hurricane relief - visit us &amp; enjoy some beer for good cause!,1,0,0.0011658663861453533,0.9988341927528381
"7d help us, help puerto rico. bring your donations to gates , , or 10 before our game saturday!7d",1,0,0.07747934758663177,0.9225206971168518
25 #hurricaneharvey shelter dogs are looking for bc homes. can you help them find home?,1,0,0.03304660692811012,0.9669533967971802
these rainfall numbers are staggering! #prayersforpuertorico #hurricanemaria,1,0,0.003845618572086096,0.9961543679237366
key messages for #hurricanemaria,1,0,0.01372915506362915,0.9862707853317261
your health needs more attention during #harvey and #irma. heres why:,1,0,0.0002687128144316375,0.9997312426567078
irma infographic (pic) and add' funny feedback (re corndogs &amp; port--potties) on our facebook page:,1,0,0.0015934789553284645,0.9984065890312195
yeeess finally. no coffee since irma cane through. now let there be light!,1,0,0.00012819886615034193,0.9998717308044434
"pentagon removes two ships from puerto rico that are ""no longer needed""",0,1,0.7385262846946716,0.2614736557006836
"harvey volunteers asked to track hours worked for fema purposes, per houston mayor",1,0,0.03745311126112938,0.9625469446182251
scott fisher says: #harvey update. #austin #texas #weather.,1,0,8.131593858706765e-06,0.9999918937683105
message from puerto rico. the us is doing great work.,1,0,0.0015868926420807838,0.9984130859375
clovis fire destroys shopping center storefronts #fre #california #cawx,1,0,0.18340526521205902,0.8165947198867798
"environmental impact of harvey still unknown, expected to be ""dire"" via #tceq",1,0,0.0005805159453302622,0.9994194507598877
students from puerto rico attend bay district schools after families displaced,1,0,0.09723241627216339,0.902767539024353
here' what the is doing vs. americans affected by #hurricanemaria,1,0,0.27091184258461,0.7290881872177124
tukish aid to iraqs earthquake.,0,1,0.9989246726036072,0.0010752558009698987
only 18% of puerto rico currently has power &amp; its been month since maria made landfall.,1,0,0.061288606375455856,0.9387114644050598
#mondaymotivation #nationalcupcakeweek #housingday the irma-hit caribbean islands are now preparing fo... shout it,1,0,5.467983100970741e-06,0.9999945163726807
please accept my heartfelt sympathy on the passing of your dears #earthquake#kermanshah#iran,1,0,0.0005607333150692284,0.9994392991065979
#seniorliving companies launch #harvey relief efforts as #irma looms.,1,0,5.73877969145542e-06,0.9999942779541016
us mainland not out of the woods yet #socialmedia,1,0,0.00037840873119421303,0.9996215105056763
atsc offers solutions to all of your property damages caused by #hurricanemaria 24/ 7876611730 #islaverde #condado,1,0,0.48140376806259155,0.5185962319374084
hundreds of gourmet meals delivered to people affected by harvey ... - abc news,1,0,0.11626912653446198,0.8837308287620544
#helpmehoward: your legal rights before and after hurricane irma,1,0,0.32966184616088867,0.6703381538391113
god is our refuge from the storma prayer #harvey #irma #wildfires #puertorico #usa,0,1,0.9658419489860535,0.03415808081626892
texts saved california couple from wildfires - - #britain #today - #britaintoday #uk #news,1,0,0.20438246428966522,0.7956175804138184
exclusive: 'star wars' star diego luna urges fans to help mexico after devastating earthquake: we need you,1,0,0.0801684558391571,0.9198315739631653
hope was just 10 days old when her family was rescued following #harvey. (photo by noelle mills),1,0,0.03568703681230545,0.9643130302429199
-my mom in puerto rico is using lawn lights &amp; an inverter. please dont stop reporting on pr.,1,0,0.002012956654652953,0.9979870319366455
jsxfr oj pulp pin drop 10.29.17 - pm pst 50% of profits will be going towards puerto rico relief efforts,1,0,0.033010657876729965,0.966989278793335
lauren billys collecting supplies for puerto ricos horses - eventing nation - three-day...,1,0,3.70907255273778e-05,0.9999629259109497
chipotle restaurants in sacramento to donate proceeds to fire... via,1,0,0.33255091309547424,0.6674491167068481
my kids and tried to escape hurricane harvey it was impossible #fitnessworldabs,1,0,0.10980184376239777,0.8901981711387634
"very sad update: mike grabow, 40, confirmed dead in #tubbsfire #rip",1,0,0.37859630584716797,0.621403694152832
"in harveys wake, will abbott still deny climate change?",1,0,0.31289538741111755,0.6871045827865601
"celtic fc foundation donate 10,000 after mexicos earthquake #hailhail",1,0,0.006940596271306276,0.9930593967437744
#summerlandkey (map dot ) #irma #coastal damage before/after air photos. arrow marks reference point,1,0,0.07651687413454056,0.9234831929206848
sneak peek of the harvey video ' working on + reference images. colored by huephoric,1,0,0.00013806858623865992,0.9998619556427002
this picture was taken days ago. it' puerto rico. enough said.,1,0,0.007447400130331516,0.992552638053894
"as we come back to reality after the storm, of our journalist shares her experience /",1,0,0.009107310324907303,0.9908926486968994
"#money #irma business american tourists attacked with acid in marseille, official says",0,1,0.7678453326225281,0.2321546971797943
cleaning up some trees from the tornado last week #chainsaws #getitdone,1,0,0.0022377411369234324,0.9977622032165527
"week after harvey' deluges, houston is trying to re-open for business #unitedstates",1,0,0.0010646512964740396,0.9989354014396667
maybe pictures will let people know just how us locals are faring with #hurricanemaria? right in front of my house.,1,0,0.0020284911151975393,0.9979714751243591
photo of #stmaarten after #irma...speedy recovery please.,1,0,0.0010269294725731015,0.9989731311798096
"ufc star, henry cujedo, burned while escaping from california wildfires -",0,1,0.9681528806686401,0.03184710070490837
forgotten in life and death: inequality for mexico' invisible underclass after quake,1,0,0.2247861623764038,0.7752138376235962
fllac students and staff pitch in to help puertorico,1,0,0.05868150293827057,0.9413185119628906
"some swell lingers from the remnants of #jose, but new swells arrive tonight as #hurricanemaria moves north. #wcvb",1,0,0.3433383107185364,0.6566617488861084
market extra: why harvey and irma wont change the feds rate-raising timeline #business,1,0,0.001864205813035369,0.9981358051300049
"6th graders working on publicity for their ""bring hope to harvey victims"" campaign. #trojanforce322",1,0,5.6655695516383275e-05,0.9999433755874634
"in irma-devastated virgin islands, resolve blends with worry of being forgotten",1,0,0.28346455097198486,0.7165354490280151
"punta gorda, fl irma approaching - /10/2017",1,0,0.09689372777938843,0.9031062722206116
#google is sending high-altitude balloons to bring internet back to puerto rico,1,0,0.012894815765321255,0.987105131149292
family reunited after hurricane maria,0,1,0.9519876837730408,0.04801226407289505
trump lashes out about san juan mayor' 'poor leadership ability' post-maria #hurrican...,1,0,0.014134733937680721,0.9858652353286743
please keep praying for our bible society colleagues in the caribbean #prayer #irma,1,0,1.4210877452569548e-06,0.9999985694885254
"sheltering #homeless during irma brings criticism, mess:",1,0,0.03703148663043976,0.9629684686660767
heroes in this galaxy: diego lunas charity movement for mexico city earthquake recovery,0,1,0.9822189807891846,0.017780963331460953
trump denies puerto rico request to use food stamps to buy desperately needed hot meals:,1,0,0.17908693850040436,0.8209130167961121
"glen cove park, kemah, texas #houstonflood #kemah #texas #hurricaneharvey",0,1,0.9906696081161499,0.009330416098237038
our planet right now (via living earth app #quartadetremurasdv #harvey2017 #harvey,1,0,1.6197722061406239e-06,0.9999983310699463
federal loans an early step to help cities in harvey' wake #usnews #usrc #usnews,1,0,0.008767741732299328,0.9912322163581848
"at mexican school hit by quake, heartbreak and moments of joy",1,0,0.0018447487382218242,0.9981552958488464
"hoping that maria, just like irma, will not touch the dominican republic. fingers crossed!",1,0,0.006122023798525333,0.9938779473304749
feds can dip into retirement accounts for harvey recovery,1,0,0.07517853379249573,0.9248214960098267
"puerto rico, electricity, and helplessness",1,0,0.3963926136493683,0.6036073565483093
latest: #hurricanemaria still cat . latest track takes hard right turn by thurs.,1,0,0.00025504021323285997,0.9997449517250061
water drive to donate to victims of harvey happening now until at the corner of milton and miami in south bend!,1,0,0.054346390068531036,0.9456536769866943
tesla just set up solar power system for puerto rico hospital.,1,0,0.028650688007473946,0.9713493585586548
oooooooohhhhhh who lives as colony under the sea? puerto rico!,1,0,0.006497672758996487,0.9935023188591003
"monica puig: 'help puerto rico,' it' 'in crisis now' #socialmedia",1,0,0.014245998114347458,0.9857540130615234
"follow me - donald trump, iran earthquake, ...: your monday briefing - followforfollow",1,0,0.2520541250705719,0.7479459047317505
irma-related insurance claims now valued at more than $ billion via #flapol,1,0,0.4820649027824402,0.5179351568222046
just in: president trump approves california disaster declaration for areas affected by wildfires,0,1,0.9981295466423035,0.0018704908434301615
whats happening in puerto rico after hurricane maria is environmental injustice,0,1,0.9802701473236084,0.01972980797290802
maldives presents disaster relief to flood-hit sri lanka #maldives #news,1,0,0.1974620223045349,0.8025379180908203
#container homes have no #design limitations. #harvey #irma #architecture,1,0,5.225841164246958e-07,0.9999995231628418
#georgia residents affected by #irma may register for assistance: | #savannah,1,0,0.04010495916008949,0.9598950147628784
you can support #mexicoquake victims right now,1,0,0.2959955334663391,0.7040044665336609
"how to help puerto rico after #hurricanemaria? | phone numbers, website for aid -",1,0,0.050072167068719864,0.949927806854248
help people replace #books lost to #harvey #flooding. everything helps!,1,0,1.5938199794618413e-05,0.9999840259552002
"mexico, post-earthquake #eventprof",1,0,0.06228778511285782,0.9377121925354004
floridians this week after cracking jokes and memes about harvey,1,0,0.00308066513389349,0.9969193935394287
why hurricane irma and maria didnt hit las terrenas,0,1,0.9898431897163391,0.010156855918467045
folks at khou in houston had to move to their 2nd floor bc of flooding... #harvey,1,0,0.028875574469566345,0.9711244702339172
after the flood: can tourism save the day for sri lanka?,1,0,0.004614099394530058,0.9953859448432922
"low pressure scooping up harvey' leftovers, tracking the rain on all morning!",1,0,0.00946133490651846,0.9905385971069336
pizza hut workers paddle through harvey floodwaters to deliver free pies,1,0,0.42421844601631165,0.575781524181366
watch: men film their narrow escape from raging california wildfire #heatwave #wildfires,0,1,0.9997765421867371,0.00022341676231008023
#hatsforharvey everyone who wore hats today at lses donated to the victims of #hurricaneharvey #missmooressmores,1,0,0.38322558999061584,0.6167743802070618
this was inevitable. we never learn. how washington made harvey worse,1,0,0.26753389835357666,0.7324661612510681
spring man who survived harvey' wrath shares hope of rebuilding,1,0,0.4420050084590912,0.5579950213432312
"houston was built for cars. what happens when #harvey destroys 250,000 vehicles?",1,0,0.30772483348846436,0.6922751665115356
"harvey, katia, and irma sure did churn up and absorb much of the warmer water.",1,0,0.008691012859344482,0.9913089275360107
"hurricane maria competes with irma, for the title of most vicious storm.",0,1,0.9779812693595886,0.022018680348992348
#hurricaneharvey &amp; #houston' myth of the wild west,1,0,0.41982346773147583,0.5801765322685242
"tubbs fire victim michael dornbach, 57, remembered as 'fragile, stubborn, beautiful man.'",1,0,0.0782245397567749,0.9217754006385803
businesses underwater after harvey photo essay,1,0,0.0005670851096510887,0.9994328618049622
stocks rise in #asia as #northkorea and #irma fears fade away. #globalmarkets,0,1,0.9643937945365906,0.03560619056224823
'horror no one could have imagined' in ca from the weather channel iphone app,1,0,0.0035855525638908148,0.9964144229888916
the jea crew is one of the crews still going strong in puerto rico. there' no stopping until the job is finished.,1,0,0.00399956526234746,0.996000349521637
atlanta loves its urban forest despite damage wrought by irma:,1,0,0.3614851236343384,0.6385148763656616
"got totally inappropriate response for my complaint about the mexico earthquake coverage. seriously,",0,1,0.6134780645370483,0.3865219056606293
remnants of harvey in fort morgan al,1,0,0.32360246777534485,0.6763975620269775
"disneyland during raging wildfire. california, october , 2017. kennya boulter via reuters",0,1,0.9994522929191589,0.0005476631922647357
sunday' simply smart travel column from finds #irma refuge in cedartown ga,1,0,1.240351139131235e-06,0.9999988079071045
irma? harvey?we need to talk about infrastructure. now. via,1,0,0.007437790744006634,0.9925622344017029
here are two ways to support #mexicoearthquake survivors: . #prayformexico . donate:,1,0,0.023668156936764717,0.9763318300247192
cristiano ronaldo sends ' huge hug' to those affected by mexico earthquake,0,1,0.9110267758369446,0.08897316455841064
"in puerto rico, mobile tech isn' enough to restore commerce after maria",1,0,0.015836196020245552,0.9841638207435608
"lots of backyard work can be time consuming, but linemen do #whateverittakes to get the lights back on! #irma",1,0,6.568177468579961e-06,0.9999934434890747
[author: bossip-staff] justin sullivan/getty images woman lets harvey victims move into...,1,0,0.004692384507507086,0.9953076243400574
sport - houston returns to football as harvey recovery continues - #sport,1,0,0.0011128898477181792,0.9988871216773987
frontier communications has established hotline for its business customers - 800-921-8102 #harvey #irma #b2b,1,0,4.254688246874139e-05,0.9999574422836304
rain totals from #harvey across the houston area. consistent 18 inches plus across much of the area.,1,0,0.023898882791399956,0.9761011004447937
#robert clergerie womens irma combat boot,1,0,0.010412763804197311,0.9895871877670288
what has the united states done? what can we do? #mexicoearthquake,0,1,0.9114610552787781,0.08853890746831894
potter gray elementary teacher from houston gives to harvey victims bowling green,1,0,0.004710508976131678,0.9952894449234009
beyonc leads prayers for mexico city following earthquake.,0,1,0.9998666048049927,0.00013343172031454742
plus harvey. but global warming is not real according to scientists in the age of trumpiland.,1,0,0.28366509079933167,0.716334879398346
boobie juice and will post from time time... we got hit by harvey and clean' up,1,0,0.00018430454656481743,0.9998157620429993
dems want probe of no-name firm contracted to fix puerto rico power grid via,1,0,0.3104351758956909,0.6895647644996643
#marathonfl sunken boat lays on its side after #irma. #floridastrong,1,0,0.0003492955584079027,0.9996507167816162
#hurricaneirma came she tried to take my tree it was must stronger than she it will come back someday #tornado,0,1,0.9322215914726257,0.06777837127447128
channel investigates collects water samples in some areas during harvey #kprc2,1,0,0.47808656096458435,0.5219134092330933
playing &amp; today at 2pm at in support of puerto rico relief!,1,0,0.1323205679655075,0.8676793575286865
flew through the very outer edge of hurricane marias cloud cover. no desire to fly any closer...,0,1,0.9910240173339844,0.008976032957434654
fans come together to help boy who lost all of his baseball memorabilia in the california,1,0,0.011813504621386528,0.9881864190101624
wow. talk about horsepower-- nurse fleeing #californiawildfires takes her horse with her...,0,1,0.7252374291419983,0.2747625410556793
#mary #threatens to #repeat the #wake of #destruction left by #irma,1,0,0.35583701729774475,0.6441630125045776
"update on my mom in dr and maria. same path as irma, eye bit to her north. should be strong winds, some rain but",0,1,0.8586995005607605,0.1413005292415619
tale of two storms - #anthonybuttigieg #irma #jose #caribbean,1,0,0.0005736275343224406,0.9994263648986816
garbage picking post-harvey: why it' bad idea - #kprc2,1,0,1.673834958637599e-05,0.9999833106994629
irma sparked #florida consumer spending roller-coaster ride #irma,1,0,0.0025961713399738073,0.9974038004875183
sodel concepts oct. 27 fundraiser to benefit california wildfire relief efforts #netde,1,0,0.12496638298034668,0.8750336170196533
polycarbonate supplies might be tight after harvey - plastics news,1,0,0.017983773723244667,0.9820161461830139
#tesla begins making good on #elon #musks promise to help puerto rico rebuild its,1,0,0.00017197724082507193,0.9998279809951782
puerto ricos control board to impose emergency manager to run energy company,1,0,0.4127371311187744,0.5872628092765808
"in the wake of irma, the lowcountry has much to thank god for",1,0,0.048268724232912064,0.951731264591217
#wildlife #wildlife wildlife center rescues baby animals orphaned by irma - the northwest florida daily news,1,0,0.00591999152675271,0.9940800070762634
houston is still recovering from harvey videos,1,0,0.052732788026332855,0.9472671747207642
yet again! flotus melania trump wears heels to meet with #hurricaneharvey victims| photos -,0,1,0.9837145209312439,0.01628546603024006
oped | my mother is from puerto rico. now she faces an uncertain future.,1,0,0.017552528530359268,0.9824474453926086
"some scenes from port aransas, tx today, over weeks after #harvey hit:",1,0,0.060805536806583405,0.9391945004463196
"hurricane maria: words, pictures slowly trickle out of puerto rico --&gt;",0,1,0.7740575671195984,0.225942462682724
"had heart attack waiting to hear back from my dad in najaf (iraq), about the earthquake alhamdulillah",0,1,0.9979389309883118,0.00206105993129313
mission accomplished in #georgia! our proud teams are coming home to quebec. #irma #solidarity,1,0,2.620036241296475e-07,0.9999997615814209
week after irma and walmart still cleared out,1,0,0.011678328737616539,0.9883217215538025
there' been lot of #wildfires up north. what does that mean for your flower:,1,0,0.0825454443693161,0.9174545407295227
these united states shall weather any storm. #neverforget #september11 #irma #florida #harvey #texasstrong #911day,0,1,0.7436308860778809,0.25636908411979675
riverview mobile home communitys irma-induced tribulations mirror the last week| tampa bay times,1,0,0.000296026817522943,0.9997039437294006
protect your lungs...it' going to be dangerous few days,1,0,0.20004978775978088,0.7999501824378967
. has resource page for #maria information and #safety tips. go to,1,0,0.012109092436730862,0.9878908395767212
heartbreaking 54fb#earthquake #iran #praying #help #sadnews #humanity,0,1,0.9139057993888855,0.08609418570995331
new york city news search (hurricane maria latest) new york city news &amp; search -,1,0,0.11914771050214767,0.8808522820472717
"after irma, saint-martin, saint barthelemy brace for jose",1,0,0.0016221993137151003,0.998377799987793
ny hospital and physician groups gear up to help puerto rico #puertorico #physician,1,0,0.00024002944701351225,0.9997599720954895
-year-old uses birthday money to help harvey victims #tisnews click link-,1,0,0.1984817236661911,0.8015183210372925
new york forms task force to provide pro bono legal aid to harvey victims,1,0,0.13918012380599976,0.8608198761940002
we stand with our gallagher family and everyone affected by #harvey.,1,0,0.03083121031522751,0.9691688418388367
mora' skyline,0,1,0.5414254069328308,0.4585745632648468
#tickling #bondage #footworship #licking hurricane maria in revenge of the tongue tickles!,1,0,0.001575624686665833,0.9984244108200073
#money #irma business lawmakers subpoena new jersey transit over rail-safety project,0,1,0.5911146402359009,0.40888532996177673
